,sentences,labels
6176,Play me a seventies ep,play_music
6177,play falco on Zvooq for Good Hit,play_music
6178,On Itunes play the latest Anna Yesipova ep,play_music
6179,Play music from the track She Came In Through The Bathroom Window,play_music
6180,play some best selling rave songs,play_music
6181,Play Change Has Come on Google Music.,play_music
6182,Play the newest stuff by blowfly,play_music
6183,Play the playlist spring,play_music
6184,I want to hear something from the nineties by Alissa Musto on Groove Shark,play_music
6185,Play Trace Adkins' music from the thirties.,play_music
6186,Play a soundtrack from 1954.,play_music
6187,"Can you play something from the fourties, preferably a symphony?",play_music
6188,play Clifford Brown All Stars by Michael Balzary,play_music
6189,play Pandora Christian Gangsta Rap,play_music
6190,Play any chanson,play_music
6191,Play a chant from the fifties,play_music
6192,Play Leanne Dobinson Right To Dream,play_music
6193,play The Happiest Days Of Our Lives by Tommy Emmanuel,play_music
6194,Please play This Is The Day by Brian Robertson.,play_music
6195,play Abhijeet Bhattacharya from 1986,play_music
6196,Play a new tune by louis silvers.,play_music
6197,Play me a song by Steve Hackett from Manuel,play_music
6198,Play Portsmouth by Paul Smith on Google Music.,play_music
6199,Play Dj Drama from the 1976,play_music
6200,play my tribute by Billy Cox,play_music
6201,"Play the playlist, Hardstyle, Baby.",play_music
6202,Play me a sound track by Bert Mccracken on zvooq,play_music
6203,Play some music from the fourties.,play_music
6204,Play music on Itunes.,play_music
6205,I want to hear a Sandra ep,play_music
6206,play theme by Yanni on Vimeo,play_music
6207,play fourties tunes,play_music
6208,Play a 2004 song by eliel on Zvooq.,play_music
6209,Play some music on Vimeo,play_music
6210,Play the newest music by Gladys Knight,play_music
6211,play Hora Din Moldova by Yamazaki Maso,play_music
6212,play the album Winner Takes All by Takuro with Last Fm,play_music
6213,Play the best ballad by The Rascals.,play_music
6214,Play me the track Mama Liked The Roses,play_music
6215,Play eighties,play_music
6216,Play a 2014 theme from Greg Pattillo,play_music
6217,Play some music from Roberto Carlos,play_music
6218,Play the concert from Philip Oakey 1973 concert on Netflix,play_music
6219,Play some music from 1995,play_music
6220,Play Kaori Mochida's most popular music on Google Music.,play_music
6221,Play A Chaos Of Desire from Dan Snaith,play_music
6222,Play music by Country Dick Montana.,play_music
6223,play chant from the nineties with Last Fm,play_music
6224,Play a top 5 song from Wally Bastian on Google Music,play_music
6225,Play White Noise.,play_music
6226,Play ep from Quasimoto from the nineties,play_music
6227,play a 1988 soundtrack,play_music
6228,Play a popular sound track by Joe Pass on Itunes.,play_music
6229,Play something from the jonathon lee movement,play_music
6230,play James Moody ballad,play_music
6231,I want to listen to some music from 2003 on Pandora from them,play_music
6232,play a top 50  tune from the twenties by Willi Williams,play_music
6233,play fifties track music,play_music
6234,Play theme music from 2011.,play_music
6235,play music by Billy Powell,play_music
6236,Play One Good Reason by Tommy Flanagan on Itunes,play_music
6237,Play some fun-punk,play_music
6238,Play me a song by Dj Paul Elstak in 1988 on Zvooq,play_music
6239,Play Hasan Saltik from 2004,play_music
6240,I want to hear popular music from Martin Lopez,play_music
6241,Play A Sudden Rainstorm playlist.,play_music
6242,play wendy james from the fifties,play_music
6243,Use Itunes to play music,play_music
6244,Play a Paul Davis melody,play_music
6245,Play Lorenzo Palacios Quispe,play_music
6246,Put on Vimeo and play Kacapi Suling,play_music
6247,play a soundtrack by Sarah Geronimo on google music,play_music
6248,Play me a song from 1976 by Bennie Moten,play_music
6249,I want to hear eighties music by Noko on deezer.,play_music
6250,Play some Glenn Miller.,play_music
6251,Can I hear a song by David Hodges?,play_music
6252,Play The New Retro playlist on Netflix.,play_music
6253,Play some P. J. Proby,play_music
6254,Play soundtrack by Armand Van Helden,play_music
6255,Play The Lamentation Of Cloris,play_music
6256,I want to hear the new Latin Pop Rising list,play_music
6257,Please play some music from the seventies movement,play_music
6258,play Signe Anderson chant music that is newest,play_music
6259,play Richard Thompson from the thirties song book,play_music
6260,Play funtime activity,play_music
6261,Play me a song from Luxury Liner,play_music
6262,I want to hear De Eerste Keer from Paul Caiafa  off of Google Music,play_music
6263,Play a sixties song.,play_music
6264,I want to hear some twenties music off of Deezer,play_music
6265,Play some movement from 1959 on deezer.,play_music
6266,play songs by Queen,play_music
6267,Please play good music by Will Oldham.,play_music
6268,Play a song from the thirties on Zvooq,play_music
6269,play Vanlose Stairway by Janove Ottesen,play_music
6270,Play me the last 1980 record by Brenda Kahn,play_music
6271,Play music from the top-5 from artist Kenia Arias,play_music
6272,Lets hear some 2009 music,play_music
6273,Play some bass music.,play_music
6274,Play Furusato on Google Music.,play_music
6275,Play Party Anthems,play_music
6276,use Iheart radio to play eighties music from Hugh Masekela.,play_music
6277,Play a symphony from Bob Hardy please,play_music
6278,Play some eighties music.,play_music
6279,Play a 1964 track from Shahram Nazeri on Pandora.,play_music
6280,Sort to the last song on playlist from 1983 a chant by Mark Oliver Everett,play_music
6281,Play a new symphony by Perfecto De Castro on Lastfm,play_music
6282,Play some music from the thirties.,play_music
6283,Play some Matthew Sweet music from around 1996 on Spotify,play_music
6284,open lastfm  play top hits of Simon Webbe,play_music
6285,play 1981 music on Last Fm,play_music
6286,Play a track from 1959.,play_music
6287,Play chant music by Big Dee Irwin.,play_music
6288,"Play me Gil Parris's A Cup Of Coffee, A Sandwich And You",play_music
6289,Play Pura Vida.,play_music
6290,Play a top fifty ballad by Linda Strawberry on Google Music,play_music
6291,use Spotify to play greatest songs from Kailash Kher,play_music
6292,Play the newest melody by Cisco Adler on pandora,play_music
6293,Use service Vimeo to play music from the artist Mick track Now We Are 5,play_music
6294,Open Youtube and play Renaldo Lapuz record from the eighties,play_music
6295,play some good amber gristak on Lastfm,play_music
6296,play some synthpop,play_music
6297,Play music from my relentless playlist,play_music
6298,Plpay my Disco Fever playlist.,play_music
6299,play valerij kipelov on Vimeo,play_music
6300,Can you play The Change Is Made on Netflix,play_music
6301,Play some Robbie Merrill.,play_music
6302,Play me a song from the twenties by Randy Bachman,play_music
6303,I need to hear some r&b music off of iheart,play_music
6304,Play some dance music.,play_music
6305,Play new music from Liang Wern Fook,play_music
6306,listen to Pmd symphony,play_music
6307,play By The Sleepy Lagoon by Greg Kurstin,play_music
6308,I want to listen to some Saori Atsumi from the twenties on Deezer,play_music
6309,Play some gangsta music,play_music
6310,Play The Eternal by Juju Mob on Vimeo.,play_music
6311,Play me a Mario Vazquez movement,play_music
6312,Play music on Lastfm,play_music
6313,Play Eve,play_music
6314,Play music from 2011.,play_music
6315,Play some Psychedelic Rock.,play_music
6316,play Top 100 Indie Tracks on Spotify on Lastfm,play_music
6317,play an eighties track ,play_music
6318,Can you play me some eighties music by Adele,play_music
6319,Play Oliver Cheatham's symphony from the thirties.,play_music
6320,Play chant music by Ira Losco on Iheart.,play_music
6321,Play me the most popular Lillian Hardin song on Itunes,play_music
6322,Play the red room sessions from chris cunningham,play_music
6323,Can i use Lastfm to listen to Twilight Time by Dj Khalil?,play_music
6324,I want to listen to Roger Daltrey from the sixties on slacker,play_music
6325,Play music from Tommy Ridgley.,play_music
6326,play All Of Your Toys by Chris Ledoux,play_music
6327,Play music by Fidel Nadal sorted by newest.,play_music
6328,Play Shaina Magdayao's music on Iheart,play_music
6329,I need to hear a thirties soundtrack,play_music
6330,Play Dave Wyndorf album,play_music
6331,Play me a song by Linn Berggren from Spotify,play_music
6332,Play me something by Funtwo,play_music
6333,Play some The Lady Is A Tramp from Timour Moutsouraev,play_music
6334,play pandora tracks by Akhtar Sadmani,play_music
6335,Please play some music from 1996,play_music
6336,Use the service Lastfm to play music by the artist ai kago,play_music
6337,Can you play a song by Ken,play_music
6338,Play music using Last Fm,play_music
6339,play some Kyle Ward from the seventies,play_music
6340,Play Bald by Kaskade.,play_music
6341,Play me some music on Deezer,play_music
6342,Play my Futuros Hits playlist on Spotify.,play_music
6343,Play Strength of Street Knowledge on Groove Shark,play_music
6344,Use Pandora to play Korean OSTs,play_music
6345,Play some Gospel music.,play_music
6346,Play satire,play_music
6347,Play the top 20 ep from the fifties by John Bundrick.,play_music
6348,Play Alfredo Zitarrosa on spotify.,play_music
6349,Play me some Terror music,play_music
6350,Play music from 2010 by Jason Donovan,play_music
6351,Play me something on Last Fm,play_music
6352,Play Giovanni Battista Guadagnini's 1982 tracks.,play_music
6353,Play some Rumba Africana.,play_music
6354,Play Greg Raposo songs from the thirties,play_music
6355,Play a top-five song by Pete Candoli.,play_music
6356,Play Iheart,play_music
6357,Play the symphony by Tetsuya Ogawa from 1953,play_music
6358,Can you play me some Pop-folk music,play_music
6359,Play that new song from 1970,play_music
6360,Play some space music on Google Music,play_music
6361,Play a song by Juanes on Last Fm,play_music
6362,Play Salmonella Dub Dvd by mario rubalcaba on Vimeo ,play_music
6363,Play some music from 1958 on Deezer.,play_music
6364,I want to hear some of David Gilmour's music from 1973,play_music
6365,Play music from the playlist Late Night Jazz,play_music
6366,Play the song Victim Of Changes from Hawkshaw Hawkins on Spotify,play_music
6367,Play the music from the playlist Get Lit,play_music
6368,play Bra Vibrationer by Dean,play_music
6369,Play music from the playlist Get Your Mind Right,play_music
6370,Play Talking To The Universe on Itunes,play_music
6371,I want to hear the album Insult To Injury by Narayana Tirtha.,play_music
6372,play latest Shaggy music,play_music
6373,Play Slacker radio.,play_music
6374,Will you play a ballad from Mahalaxmi Iyer,play_music
6375,use Spotify to play Nina Persson from 1962,play_music
6376,I want toi hear some Pop Punk Perfection 🍕 off of Deezer,play_music
6377,Start up my Independent Music Monday playlist.,play_music
6378,Play That Would Be Something by Eden Ahbez,play_music
6379,Please play Every Woman In Me,play_music
6380,Play some Ven A Mi,play_music
6381,Please play some fourties music on Spotify,play_music
6382,Play Dj Cameo on itunes.,play_music
6383,play some gotye,play_music
6384,play This Is Colour by Panda Bear,play_music
6385,Play songs by Cheryl Wheeler,play_music
